prompt,classes,answer_index
"The question requires reasoning about negation. 
Suppose Not one, not two, but three of them made the mistake.
Can we infer that ""One of them did not make the mistake.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not one, not two, but three of them made the mistake.
Can we infer that ""Two of them did not make the mistake.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not two years ago this company was ranked in the top ten.
Can we infer that ""Less than two years ago this company was ranked in the top ten.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not two years ago this company was ranked in the top ten.
Can we infer that ""More than two years ago this company was ranked in the top ten.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose Not two years ago this company was ranked in the top ten.
Can we infer that ""Less than two years ago this company was not ranked in the top ten.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not two years ago this company was ranked in the top ten.
Can we infer that ""More than two years ago this company was not ranked in the top ten.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose Not two years ago this company was ranked in the top ten.
Can we infer that ""Two years ago this company was not ranked in the top ten.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not two years ago this company was ranked in the top ten.
Can we infer that ""Two years ago this company was ranked in the top ten.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not two years ago this company was ranked in the top ten.
Can we infer that ""Twenty years ago this company was not ranked in the top ten.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose Not two years ago this company was ranked in the top ten.
Can we infer that ""Twenty years ago this company was ranked in the top ten.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose Not two years ago this company was ranked in the top ten.
Can we infer that ""One year ago this company was ranked in the top ten.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not two years ago this company was ranked in the top ten.
Can we infer that ""One year ago this company was not ranked in the top ten.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose He was here not ten minutes ago.
Can we infer that ""He was here less than ten minutes ago.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose He was here not ten minutes ago.
Can we infer that ""He was not here less than ten minutes ago.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose He was here not ten minutes ago.
Can we infer that ""He was here more than ten minutes ago.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose He was here not ten minutes ago.
Can we infer that ""He was not here more than ten minutes ago.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose He was here not ten minutes ago.
Can we infer that ""He was not here ten minutes ago.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose He was here not ten minutes ago.
Can we infer that ""He was here ten minutes ago.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose He was here not ten minutes ago.
Can we infer that ""He was here one minute ago.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose He was here not ten minutes ago.
Can we infer that ""He was not here one minute ago""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose He was here not ten minutes ago.
Can we infer that ""He was here twenty minutes ago.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose He was here not ten minutes ago.
Can we infer that ""He was not here twenty minutes ago""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose His speech had caused not a little confusion.
Can we infer that ""His speech had not caused a little confusion.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose His speech had caused not a little confusion.
Can we infer that ""His speech had caused a little confusion.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose His speech had caused not a little confusion.
Can we infer that ""His speech had not caused confusion.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose His speech had caused not a little confusion.
Can we infer that ""His speech had caused confusion.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose His speech had caused not a little confusion.
Can we infer that ""His speech had caused a not little confusion.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose His speech had caused not a little confusion.
Can we infer that ""His speech had caused much confusion.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose His speech had caused not a little confusion.
Can we infer that ""His speech had not caused much confusion.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose A mistake would be costly and not a little embarrassing.
Can we infer that ""A mistake would not be costly and a little embarassing""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose A mistake would be costly and not a little embarrassing.
Can we infer that ""A mistake would be costly and very embarassing""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose A mistake would be costly and not a little embarrassing.
Can we infer that ""A mistake would not be costly and very embarassing""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose A mistake would be costly and not a little embarrassing.
Can we infer that ""A mistake would not be costly and not a little embarassing""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not even Ed approved of the plan
Can we infer that ""Even Ed did not approve of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not even Ed approved of the plan
Can we infer that ""Even Ed approved of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not even Ed approved of the plan
Can we infer that ""Not only Ed approved of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not even Ed approved of the plan
Can we infer that ""Only Ed approved of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not even Ed approved of the plan
Can we infer that ""Only Ed did not approve of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not even Ed approved of the plan
Can we infer that ""Not even Ed or Sally approve of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose Not only Ed approved of the plan.
Can we infer that ""Ed was not the only one who approved of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not only Ed approved of the plan.
Can we infer that ""Not even Ed approved of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not only Ed approved of the plan.
Can we infer that ""Ed approved of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not only Ed approved of the plan.
Can we infer that ""Ed not only approved of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose Not only Ed approved of the plan.
Can we infer that ""Only Ed approved of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not only Ed approved of the plan.
Can we infer that ""Ed and some others approved of the plan.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not even then did he lose patience.
Can we infer that ""Even then, he did not lose patience.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not even then did he lose patience.
Can we infer that ""He did not lose patience even then.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not even then did he lose patience.
Can we infer that ""Not only then did he lose patience.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not even then did he lose patience.
Can we infer that ""Only then did he lose patience.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not only was the acting appalling, the movie was far too long.
Can we infer that ""The movie was far too long and the acting was appalling.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not only was the acting appalling, the movie was far too long.
Can we infer that ""The movie was not only far too long but the acting was also appalling.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not only was the acting appalling, the movie was far too long.
Can we infer that ""The movie was far too long but the acting was not appalling.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not only was the acting appalling, the movie was far too long.
Can we infer that ""The movie was not far too long but the acting was appalling.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not only was the acting appalling, the movie was far too long.
Can we infer that ""The movie was not far too long and the acting was not appalling.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not only was the acting appalling, the movie was far too long.
Can we infer that ""The movie was too long and not even the acting was not appalling.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not only was the acting appalling, the movie was far too long.
Can we infer that ""The movie was not too long and not even the acting was appalling.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose We had a not very amicable discussion.
Can we infer that ""We did not have a very amicable discussion.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose We had a not very amicable discussion.
Can we infer that ""We did not have a discussion.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose We had a not very amicable discussion.
Can we infer that ""We had a very amicable discussion.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose We had a not very amicable discussion.
Can we infer that ""We had a very not amicable discussion.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose It somehow sounded not quite right.
Can we infer that ""It somehow did not sound quite right.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose It somehow sounded not quite right.
Can we infer that ""It somehow did not sound right.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose It somehow sounded not quite right.
Can we infer that ""It somehow sounded quite not right.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose It somehow sounded not quite right.
Can we infer that ""It somehow sounded quite right.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose It was so not funny.
Can we infer that ""It was not so funny.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose It was so not funny.
Can we infer that ""It was not funny.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose It was so not funny.
Can we infer that ""It was so boring.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose I found his story not wholly convincing.
Can we infer that ""I did not find his story wholly convincing.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose I found his story not wholly convincing.
Can we infer that ""I found his story wholly not convincing.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose I found his story not wholly convincing.
Can we infer that ""I found his story wholly convincing.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose I found his story not wholly convincing.
Can we infer that ""I did not find his story wholly not convincing.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose He spoke not very confidently.
Can we infer that ""He did not speak very confidently.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose He spoke not very confidently.
Can we infer that ""He spoke very not confidently.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose He spoke not very confidently.
Can we infer that ""He spoke very confidently.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose He spoke not very confidently.
Can we infer that ""He did not speak not very confidently.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose He spoke not very confidently.
Can we infer that ""He did not speak very not confidently.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not many of them had been damaged.
Can we infer that ""Many of them had not been damaged.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not many of them had been damaged.
Can we infer that ""Many of them had been damaged.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose Not many of them had been damaged.
Can we infer that ""Some of them had been damaged.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose Not many of them had been damaged.
Can we infer that ""Some of them had not been damaged.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
